AAB	Abelag Aviation - Belgium	ABG
TLM	Thai Lion Mentari Co., Ltd - Thailand	Mentari
TLN	Aerotaxi Atlantico, S.A. de C.V. - Mexico	Aero Atla
TLR	Air Libya Tibesti - Libya	Air Libya
TLS	TLC Air, Inc. (Carrolton, TX) - United States	Tealsy
TLT	Turtle Airways Ltd. - Fiji	Turtle
TLU	Aero Toluca Internacional, S.A. de C.V. - Mexico	Aerotoluca
TLV	Travelair - Uruguay	Pajaros
TLX	Telesis Transair, Inc. (Dallas, TX) - United States	Telesis
TLY	Top-Fly - Spain	Topfly
TLZ	Transliz Aviation (Tms) Ltd - Sao Tome and Principe	Transliz
TMA	Trans Mediterranean Airlines (TMA) - Lebanon	Tango Lima
TMC	Travel Management Company Ltd (Elkhart, IN) - United States	Trail Blazer
TMD	Transmandu, C.A. - Venezuela (Bolivarian Republic of)	Transmandu
TME	Thomas Air - Mongolia	Taimen
TMG	Tri MG Intra Asia Airlines, Pt. - Indonesia	Trilines
TMI	Tamir Airways Ltd - Israel	Tamirways
TMK	Tomahawk Airways, Inc. (Alcoa, TN) - United States	Tomahawk
TML	Societe Anonyme de Transport et Travaux Aeriens de Madagascar (TAM) - Madagascar	Tam Airline
TMM	Traffic Management Corporation (TMC) Airlines (Ypsilanti, MI) - United States	Willow Run
TMN	Tasman Cargo Airlines Pty Ltd - Australia	Tasman
TMQ	Tram, Societe - Mauritania	Tram Air
TMR	Tamara Niger Aviation - Niger	Tamara
TMS	Temsco Helicopters, Inc. (Ketchikan, AK) - United States	Temsco
TMW	Trans Maldivian Airways Pvt., Ltd - Maldives	Trans Maldivian
TMX	Tramon Air CC - South Africa	Tramon
TMZ	Transporte Amazon Air C.A. - Venezuela (Bolivarian Republic of)	Trans Amazon
TNE	Taxis Aereos del Noroeste, S.A. de C.V. - Mexico	Taxinoroeste
TNF	Transafricaine S.A. - Burkina Faso	Transfas
TNI	Schwan S Shared Services LLC (Marshall, MN) - United States	Inca
TNK	Airmax Airlines, Inc. (Wayzata, MN) - United States	Tonka Air
TNL	Tengeriyn Ulaach Shine - Mongolia	Sky Horse
TNO	Aerotransporte de Carga Union, S.A. de C.V. - Mexico	Aerounion
TNR	Tanana Air Services (Tanana, AK) - United States	Tan Air
TNU	Transnusa Aviation Mandiri, Pt. - Indonesia	Transnusa
TNV	Transnorthern, LLC (Anchorage, AK) - United States	Transnorthern
TNW	Trans Nation Airways Ltd - Ethiopia	Trans-Nation
TNX	Trener Ltd - Hungary	Trainer
TNY	Twin Air Calypso Limited, Inc. (Fort Lauderdale, FL) - United States	Twincal
TOA	Helicopter Services Ltd - United Kingdom	Topcat
TOF	Topcliffe FTU - United Kingdom	Topcliffe
TOJ	TOJ Airlines - Tajikistan	Toj Airline
TOK	Airlines of Papua New Guinea (APNG) - Papua New Guinea	Balus
TOM	Tui Airways Limited - United Kingdom	Tomjet
TON	Lulutai Airlines Limited - Tonga	Tonga
TOP	Top Air Havacilik Sanayi Ve Ticaret A.S. - Turkey	Air Top
TOR	Flygta Inc. - Canada	Homerun
TOS	Tropic Air Ltd - Belize	Tropiser
TOW	Airtanker Services Ltd - United Kingdom	Towline
TOY	Toyo Aviation - Romania	Toyo Aviation
TPA	Transportes Aereos Mercantiles Panamericanos S.A. (Tampa) - Colombia	Tampa
TPB	Aero Tropical, Lda - Angola	Aero Tropical
TPC	Air Caledonie - France	Aircal
TPD	Tropical Aero Servicios, S.r.l. - Dominican Republic	Tropical
TPG	Transportes Aereos Pegaso, S.A. de C.V. - Mexico	Transpegaso
TPJ	Tempus Jets, Inc. (Maple, NC) - United States	Tempus Jets
TPL	Tar Interpilot - Mauritania	Interpilot
TPM	Transpais Aereo, S.A. de C.V. - Mexico	Transpais
TPN	Transportacion Aerea del Norte, S.A. de C.V. - Mexico	Aerea Delnorte
TPO	Aero Taxi del Potosi, S.A. - Mexico	Taxi-Potosi
TPS	Transportes Aereos Petroleros (T.A.P.S.A.) - Argentina	Tapsa
TPU	Trans American Airlines S.A. - Trans Am - Peru	Trans Peru
TPZ	Transportes La Paz, S.A. de C.V. - Mexico	Transpaz
TQE	Taxair Mexiquenses, S.A. de C.V. - Mexico	Taxair
TQF	UK Royal/VIP Helicopter Flights - United Kingdom	Rainbow
TQN	Taquan Air Services, Inc. (Ketchikan, AK) - United States	Taquan
TQQ	Tarco Aviation Company Limited - Sudan	Aviation Tarco
TRA	Transavia Holland B.V. - Netherlands	Transavia
TRB	Rabbit Wings Airways Co., Ltd - Thailand	Thai Regional
TRC	Trans Air Charter, Inc. (Fullerton, CA) - United States	Tracker
TRD	Trans Island Air (2000) - Barbados	Trans Island
TRF	Thrust Flight - United States	Thrust
TRG	Transcargo - Sao Tome and Principe	Transcargo
TRH	Turukhan Airlines - Russian Federation	Turukhan
TRJ	Turbo Mega Airways Pvt. Ltd. - India	Trujet
TRK	Turkish Airlines General Aviation - Turkey	Turkish Republic
TRL	Starlite Aviation Pty Ltd - South Africa	Starstream
TRM	Transport Aerien de Mauritanie (TAM) - Mauritania	Sotrans
TRN	Servicios Aereos Corporativos, S.A. de C.V. - Mexico	Aerotron
TRO	Tropic Airlines-Air Molokai (Honolulu, HI) - United States	Molokai
TRP	Maryland State Police (Pikesville, MD) - United States	Trooper
TRR	Tramson Limited - Sudan	Tramson
TRS	Airtran Airways, Inc. (Orlando, FL) - United States	Citrus
TRT	Trans Arabian Air Transport - Sudan	Trans Arabian
TRU	Triangle Airline (Uganda) Ltd - Uganda	Tri Air
TRW	Transwestern Airlines of Utah (Logan, UT) - United States	Trans-West
TRX	Transportes Aereos Terrestres, S.A. de C.V. - Mexico	Trans-Terrestres
TRY	Tristar Airlines, Inc. (Las Vegas, NV) - United States	Tristar Air
TRZ	Transmeridian Airlines (Houston, TX) - United States	Trans-Meridian
TSA	Transair France - France	Airtraf
TSC	Air Transat A.T. Inc. - Canada	Air Transat
TSD	TAF-Linhas Aereas S/A - Brazil	Tafi
TSG	Trans-Air-Congo - Congo	Trans-Air-Congo
TSH	Regional 1 Airlines Ltd - Canada	Transcanada
TSJ	Combined Private Investigations CC T/A Cpi Aviation - South Africa	Tarsier
TSL	Thai Aviation Services Limited - Thailand	Thai Aviation
TSM	Skylounge Services S.A.L. - Lebanon	Skylounge
TSN	Trans-Air Services Limited - Nigeria	Air Trans
TSP	Tonlesap Airlines - Cambodia	Tonlesap Air
TSQ	Air Transse Co., Ltd - Japan	Airtra
TSR	TJS San Marino - San Marino	San Marino
TSS	Tri-State Aero, Inc. (Evansville, IL) - United States	Tri-State
TSU	Gulf & Caribbean Cargo, Inc. (Waterford, MI) - United States	Trans-Auto
TSY	Tristar Air - Egypt	Triple Star
TTA	TTA -Sociedade de Transporte e Trabalho Aereo, S.A.R.L. - Mozambique	Kanimanbo
TTC	Transteco - Angola	Transteco
TTD	Servicios Aereos Interestatales, S.A. de C.V. - Mexico	Interestatales
TTE	Avcenter, Inc. (Pocatello, ID) - United States	Teton
TTF	224th Flight Unit - Russian Federation	Cargo Unit
TTG	Trai Thien Air Cargo - Viet Nam	Vietnam Cargo
TTJ	Tatra Jet, S.R.O. - Slovakia	Tatra
TTL	Total Linhas Aereas S/A - Brazil	Total
TTM	Societe Tout Transport Mauritanien - Mauritania	Tout-Air
TTN	Absolute Flight Services (Pty) Ltd - South Africa	Titanium
TTO	Air Transport & Transit Regional - Madagascar	Transport Transit
TTP	Triple O. Aviation Ltd - Nigeria	Mighty Wing
TTS	Transporte Aereo Tecnico Ejecutivo, S.A. de C.V. - Mexico	Tecnico
TTU	Tantalus Air Ltd. - Canada	Tantalus
TTV	T-Air, Spol. S R.O. - Czech Republic	Winsky
TTW	Tigerair Taiwan Co. Ld. - China	Smart Cat
TTX	Extraordin Air Aviation and Charter (Houston, TX) - United States	Twister
TUA	Turkmenhovayollary - Turkmenistan	Turkmenistan
TUB	True Aviation Limited - Bangladesh	True Aviation
TUD	Flight Alaska, Inc. (Anchorage, AK) - United States	Tundra
TUG	Turkmenhowayollary - Turkmenistan	Turkmenistan Government
TUI	Tuifly GmbH, Langenhagen - Germany	Tui Jet
TUJ	Tajouj Aviation - Sudan	Taja
TUL	Tulpar Air - Russian Federation	Ursal
TUN	Tunisian Air Force - Tunisia	Tunisian Airforce
TUP	Aviastar-Tu Co. Ltd - Russian Federation	Tupolevair
TUS	Trustco Group International (Pty) Ltd - Namibia	Trustco
TUX	Tunisair Express - Tunisia	Tunexpress
TUY	Linea Turistica Aereotuy Lta, C.A. - Venezuela (Bolivarian Republic of)	Aereotuy
TUZ	Dashoguz International Airport - Turkmenistan	Utat
TVA	Trans America Airlines Inc. - United States	Trans-America
TVD	Aeroflight Academy of Aviation, Inc. (Seattle, WA) - United States	Aeroflight
TVF	Transavia France - France	France Soleil
TVJ	Thai Vietjet Air Joint Stock Co., Ltd. - Thailand	Thaiviet Jet
TVL	Smartwings Hungary Kft. - Hungary	Travel Service
TVP	Smartwings Poland - Poland	Jet Travel
TVQ	Travel Service Slovensko, S. R. O. - Slovakia	Slovaktravel
TVR	Terra Avia - Republic of Moldova	Terraavia
TVS	Smartwings, A.S. - Czech Republic	Skytravel
TVT	Taxis Aereos del Valle de Toluca, S.A. de C.V. - Mexico	Taxis Toluca
TVV	Travira Air - Indonesia	Paramita
TWB	T'Way Air Co., Ltd - Republic of Korea	Teeway
TWC	Canadian Airways Congo - Congo	Canair
TWD	Wings Aviation Ltd - Nigeria	Tradewings
TWF	247 Jet Ltd - United Kingdom	Cloud Runner
TWG	Air-Taxi Europe GmbH, Braunschweig - Germany	Twin-Goose
TWI	Tailwind Havayollari A.S. - Turkey	Tailwind
TWT	Transwisata Prima Aviation, Pt. - Indonesia	Transwisata
TWW	Trans Air Welwitchia - Angola	Welwitchia
TWY	Sunset Aviation, LLC (Petaluma, CA) - United States	Twilight
TXA	Deer Horn Aviation Ltd Co - United States	Texair
TXC	Transaviaexport - Belarus	Transexport
TXD	Aerotaxis del Noroeste, S.A. de C.V. - Mexico	Taxi Oeste
TXF	Aerotaxis Alfe, S.A. de C.V. - Mexico	Alfe
TXH	Bell Helicopter - Canada	Textron
TXI	Aereotaxis, S.A. de C.V. - Mexico	Aereotaxis
TXJ	Brilliant Jet Co., Ltd. - China	Taixiang
TXL	Taxi Aereo Cozatl, S.A. de C.V. - Mexico	Taxi Cozatl
TXM	Taxi Aereo de Mexico - Mexico	Taximex
TXN	Texas National Airlines (San Antonio, TX) - United States	Texas National
TXP	Asian Express - Tajikistan	Tajik Express
TXT	Group One, Inc. D/B/A Texas Air Charters (Denton, TX) - United States	Texas Charter
TXV	Puerto Vallarta Taxi Aereo, S.A. de C.V. - Mexico	Taxivallarta
TXX	Austin Express, Inc. (Austin, TX) - United States	Cowboy
TXZ	Thai Express Air Co. Ltd. - Thailand	Express Air
TYA	Joint-Stock Company Nordstar Airlines - Russian Federation	Taimyr
TYJ	Tyrolean Jet Services Malta Ltd. - Malta	Tyrol Malta
TYT	National Flight Centre Ltd. - Ireland	Trinity
TYW	Tyrol Air Ambulance GmbH - Austria	Tyrol Ambulance
TZA	Aero Tomza, S.A. de C.V. - Mexico	Aero Tomza
TZK	Tajikistan - Tajikistan	Tajikistan
TZP	Zipair Tokyo Inc. - Japan	Zippy
TZR	Rainbow Air, C.A. - Venezuela (Bolivarian Republic of)	Rain-Bee
TZS	TCA Ltd - Georgia	Toka
TZT	Air Zambezi - Zimbabwe	Zambezi
UAB	United Arabian Airlines - Sudan	United Arabian
UAC	United Air Charters - Zimbabwe	Unitair
UAE	Emirates - United Arab Emirates	Emirates
UAF	United Arab Emirates Air Force - United Arab Emirates	Uniforce
UAL	United Airlines Inc. (Chicago, IL) - United States	United
UAP	UAE Police - United Arab Emirates	Airwing
UAR	Aerostar - Ukraine	Aerostar
UAT	Uz Aero Tech Group - Uzbekistan	Uztech
UBA	Myanmar National Airlines - Myanmar	Unionair
UBD	Ur Airlines - Iraq	Urair
UBE	Bees Airline LLC - Ukraine	Flower Bee
UBG	Us-Bangla Airlines Ltd. - Bangladesh	Banglastar
UCA	Commutair (Plattsburgh, NY) - United States	Commutair
UCB	United Caribbean Airlines Inc. - Netherlands	Eagle Eye
UCC	Uganda Air Cargo - Uganda	Uganda Cargo
UCG	Uniworld Commercial Group, S.A. (Uniworld Air Cargo) - Panama	Uniworld
UCH	US Airports Air Charter (Rochester, NY) - United States	US Charter
UCK	Air Division of the Eastern Kazakhstan Region, Municipal State Enterprise - Kazakhstan	Galeta
UCM	University of Central Missouri (Warrensburg, MO) - United States	Mule-Flight
UCO	Ucoaviacion S.L. - Spain	Ucoaviacion
UCS	United Carriers Systems, Inc. (Gahanna, OH) - United States	United Carriers
UDG	Team125 - United States	Underdog
UEA	Chengdu Airlines Co., Ltd - China	United Eagle
UEJ	United Executive Jet, Inc. D/B/A Jetcorp (Chesterfield, MO) - United States	Jetcorp
UFA	State Flight Academy of Ukraine, the - Ukraine	Flight Academy
UFS	UFS, Inc. (St.Louis, MO) - United States	Feeder Flight
UGA	Uganda Airlines Corporation - Uganda	Uganda
UGB	Meridiana Africa Airlines (U) Ltd - Uganda	Ugawings
UGC	Urgemer Canarias, S.L. - Spain	Urgemer
UGD	Uganda National Airlines Company Limited DBA Uganda Airlines - Uganda	Crested
UGJ	Ugjet - Czech Republic	Unijet
UGL	Inter-Island Air, Inc. (Kahului, HI) - United States	Ugly Van
UGP	Shar Ink Ltd - Russian Federation	Sharink
UGS	Ska Air and Logistics (Uganda) Limited - Uganda	Sky Uganda
UGX	East African - Uganda	Crane
UHC	Ukrainian Handling Company LLC - Ukraine	Handling Company
UHL	Ukrainian Helicopters, Cjs Company - Ukraine	Ukraine Copters
UIT	Universitetet i Tromso - Norway	Artic
UJC	Ultimate Jetcharters, Inc. (North Canton, OH) - United States	Ultimate
UJR	Universal Jet Rental de Mexico, S.A. de C.V. - Mexico	Universal Jet
UJX	Atlasjet Ukraine Airlines - Ukraine	Atlas Ukraine
UKI	UK International Airlines Ltd - United Kingdom	Magenta
UKL	Ukraine Airalliance - Ukraine	Ukraine Alliance
UKN	Ukraine Air Enterprise - Ukraine	Enterprise Ukraine
UKP	UK Home Office - United Kingdom	Police
UKT	Uktus, Aircompany - Russian Federation	Uktus
ULA	Ultraair, LLC - (Omaha, NE) - United States	Ultrajet
ULC	Albinati Aviation Ltd - Malta	Albi
ULH	Ultimate Heli (Pty) Ltd - South Africa	Ultimate Heli
ULR	Ultimate Airways (Pty) Ltd - South Africa	Viper
ULT	Ultrair, Inc. (Smyrna, TN) - United States	Ultrair
UMK	Yuzmashavia - Ukraine	Yuzmash
UNA	Business Aviation Asia Limited - China	United Asia
UNC	Uni-Fly A/S - Denmark	Unicopter
UND	Atuneros Unidos de California, S.A. de C.V. - Mexico	Atuneros Unidos
UNF	Union Flights (Sacramento, CA) - United States	Union Flights
UNQ	Unique Air Charter (Pty) Ltd - South Africa	Unique
UNT	Servicios Aereos Universitarios, S.A. de C.V. - Mexico	Universitario
UNY	Lund University School of Aviation, TFHS - Sweden	University
UPL	Ukrainian Pilot School - Ukraine	Pilot School
UPS	United Parcel Service Company (Louisville, KY) - United States	UPS
UPV	Upavon (Trenchard Lines) - United Kingdom	Upavon
URA	Aircompany Rosavia, Ltd - Ukraine	Rosavia
URF	Surf Air (Santa Monica, CA) - United States	Surfair
URG	Air Urga - Ukraine	Urga
URI	Usky Air - Republic of Korea	Uri Air
URJ	Star Air M/S - Pakistan	Starav
USB	Tusheti - Georgia	Tusheti
USC	Airnet II - United States	Star Check
USH	U.S. Helicopter Corp. (Stratford, CT) - United States	US-Heli
USJ	U S Jet, Inc. (Washington, DC) - United States	Usjet
USR	US Army Aeronautical Services Agency (Ft. Belvoir, VA) - United States	US Army
USW	Humo Air - Uzbekistan	Aksar
USX	Terrakea - Mexico	Terrakea
UTA	UTair Aviation - Russian Federation	Utair
UTG	Union de Transportes Aereo de Guinea Ecuatorial (UTAGE) - Equatorial Guinea	Utage
UTH	UTair-Helicopter Services - Russian Federation	Utair Helicopters
UTN	Azur Air Ukraine Airlines LLC - Ukraine	Ut-Ukraine
UTP	Uni-Top Airlines Co., Ltd - China	Uni-Top
UTR	UTair Limited - Russian Federation	Utair Limited
UTS	State Air Traffic Service Enterprise - Ukraine	Airruh
UTT	Transarabian Transportation Services Co. Ltd - Uganda	Arabian Transport
UTY	Alliance Airlines Pty Ltd - Australia	Unity
UVA	Universal Airways, Inc. - United States	Universal
UVM	Uvavemex, S.A. de C.V. - Mexico	Uvavemex
UVN	Gulf Aviation Services Group (United Aviation) - Kuwait	Senyari
UVT	JSC Uvt Aero - Russian Federation	Tat-Jet
UWA	United West Airlines, Inc. (Stuart, FL) - United States	Grumpy
UWD	Skyward Aviation - United States	Upward
UWJ	Ukrainian Wings - Ukraine	Ukrainian Wings
UZA	Constanta - Ukraine	Constanta
UZB	Uzbekistan Havo Jullary - Uzbekistan Airways - Uzbekistan	Uzbek
VAA	Van Air Europe, A.S. - Czech Republic	Eurovan
VAC	Valor Air - Kyrgyzstan	Valoravia
VAD	Aerotaxi Los Valles, S.L. - Spain	Valles
VAE	Air-Evan's, Escuela de Pilotos Privados - Spain	Air-Evans
VAG	Vietravel Airlines - Viet Nam	Vietravel Air
VAJ	Avcon Jet S.r.l. - San Marino	Trubadix
VAL	Voyageur Airways Ltd. - Canada	Voyageur
VAM	Ameravia - Uruguay	Ameravia
VAN	Caravan Air - Mauritania	Camel
VAQ	Aviacion VAP, S.L. - Spain	Vaquero
VAS	Atran - Russian Federation	Atran
VAW	Fly2Sky - Bulgaria	Sofia Jet
VBA	Avb 2012 Ltd. - Bulgaria	Nove
VBB	Alk JSC - Bulgaria	Air Lubo
VBW	Air Burkina - Burkina Faso	Burkina
VCG	Catreus AOC Ltd - United Kingdom	Thunder Cat
VCH	Consorcio Helitec C.A. - Venezuela (Bolivarian Republic of)	Consorcio Helitec
VCI	CI-Tours - Côte d'Ivoire	CI-Tours
VCJ	Avcon Jet Malta Ltd - Malta	Obelix
VCM	Volare Air Charter Company (El Paso, TX) - United States	Carmen
VCN	Execujet Europe Ag - Switzerland	Avcon
VCR	Cruiser Linhas Aereas Ltda. - Brazil	Voe Cruiser
VCT	Viscount Air Service, Inc. (Tucson, AZ) - United States	Viscount Air
VCV	Conviasa - Venezuela (Bolivarian Republic of)	Conviasa
VCY	One Caribbean Ltd - Saint Vincent and the Grenadines	Vincy
VDA	Volga-Dnepr - Russian Federation	Volga
VDC	Privium S.L. (Excelair) - Spain	Privium
VDG	Viajes Don Goyo, S.A. de C.V. - Mexico	Viajes Don Goyo
VDO	Servicios Aereos Avandaro, S.A. de C.V. - Mexico	Avandaro
VDR	Voldirect Sas - France	Voldir
VEC	Vensecar Internacional C.A. - Venezuela (Bolivarian Republic of)	Vecar
VEJ	Aero Ejecutivos, C.A. - Venezuela (Bolivarian Republic of)	Venejecutiv
VEK	Aviation Industrial Company Vector, LLC - Russian Federation	Rotcev
VEN	Transaven (Transporte Aereo de Venezuela, C.A.) - Venezuela (Bolivarian Republic of)	Transaven Airline
VES	Vieques Air Link, Inc. (Vieques, PR) - United States	Vieques
VET	Venture Aviation Group, LLC (Greenville, SC) - United States	Poinsett Air
VEX	Virgin Express - Belgium	Virgin Express
VFC	Vasco - Viet Nam	Vasco Air
VFM	Vifeomed, S.A. de C.V. - Mexico	Vifemed
VFS	Vision Flight Center - United States	Vision Flight
VGA	Shanxi Victory General Aviation Co., Ltd. - China	Air Victory
VGB	Beijing Tianxinai General Aviation Company Limited - China	Hong Xiang
VGC	Vanguardia en Aviacion en Colima, S.A. de C.V. - Mexico	Vanguardia Colima
VGL	RAF Gliding Squadron (Slg) - United Kingdom	Prefect
VGN	Virgin Nigeria - Nigeria	Virgin Nigeria
VGO	Newgen Airways Co., Ltd. - Thailand	Virgo
VGS	Stichting Vliegschool 16Hoven - Netherlands	Smart
VGV	Vologda State Air Enterprise - Russian Federation	Vologda Air
VGX	Virgin Galactic, LLC (Gilbert, AZ) - United States	Galactic
VHA	VH-Air Industrie - Angola	Air V-H
VHC	Vih Cougar Helicopters, Inc. (Bellingham, WA) - United States	Wildcat
VHS	Valair AG - Switzerland	Valairheli
VHT	Corporate Flight International, Inc. (Las Vegas, NV) - United States	Vegas Heat
VIC	VIP Servicios Aereos Ejecutivos, S.A. de C.V. - Mexico	Vip-Ejecutivo
VIE	VIP Empresarial, S.A. de C.V. - Mexico	Vip Empresarial
VIG	Vega Aviation & Eng. Systems Co. Ltd - Sudan	Vega Aviation
VIH	Vichi - Republic of Moldova	Vichi
VIJ	Club Aero Vigo - Spain	Aero Vigo
VIL	Vi Air Link - United Kingdom	Turtle Dove
VIN	Vinair - Helicopteros, Limitada - Portugal	Vinair
VIP	Tag Aviation UK Ltd - United Kingdom	Sovereign
VIR	Virgin Atlantic - United Kingdom	Virgin
VIS	Vision Air International (Pvt) Limited - Pakistan	Dream Bird
VIT	Aviastar Mandiri, Pt - Indonesia	Aviastar
VIV	Aeroenlaces Nacionales, S.A. de C.V. - Mexico	Aeroenlaces
VIZ	Aerovis Airlines Ltd - Ukraine	Aeroviz
VJC	Vietjet Aviation Joint Stock Company - Viet Nam	Vietjetair
VJM	Viajes Ejecutivos Mexicanos, S.A. de C.V. - Mexico	Viajes Mexicanos
VJT	Vistajet Ltd - Malta	Vista Jet
VKA	Vulkan Air LLC - Ukraine	Vulkan Air
VKG	Sunclass Airlines - Denmark	Viking
VKN	Viking Air Ltd - Canada	True North
VKY	Vent Airlines, Inc. (San Antonio, TX) - United States	Valkyrie
VLA	Valan International Cargo Charter SA Pty Ltd - South Africa	Nalau
VLB	Air Volta - Bulgaria	Volta
VLC	Albatros Aircraft Corp. - Canada	Avalanche
VLG	Vueling Airlines - Spain	Vueling
VLJ	La Baule Aviation - France	Valjet
VLM	Shs Antwerp Aviation N.V. (DBA Vlm Regional) - Belgium	Rubens
VLN	Valan Ltd - Republic of Moldova	Valan
VLO	Varig Logistica S.A. - Brazil	Velog
VLR	Volare 22 X, S.A. de C.V. - Mexico	Volax
VLS	Aero Virel, S.A. de C.V. - Mexico	Virel
VLT	Vertical-T, Air Company - Russian Federation	Vertical
VLV	Avialift Vladivostok CJSC - Russian Federation	Vladlift
VLX	Biz Jet Charter, Inc. (Las Vegas, NV) - United States	Avolar
VLZ	Volare Aviation (Guernsey) Ltd. - United Kingdom	Volare
VMA	Vero Monmouth Airlines (Vero Beach, FL) - United States	Vero Monmouth
VME	Cemex Operaciones Mexico S.A. de C.V. - Mexico	Aviamerica
VMP	Execujet Europe S/A - Denmark	Vampire
VMS	H.R.H. the Crown Prince Maha Vajiralongkorn - Thailand	Victor Mike
VNA	Empresa Aviacion Interamericana S.A. - Uruguay	Ebba
VND	Avionord S.r.l. - Italy	Avinord
VNE	Empresa Venezolana, Linea Aerea Bolivariana - Venezuela (Bolivarian Republic of)	Venezolana
